Sr,latency
387,0.006034813
388,0.006034631
389,0.006034615
390,0.006035358
391,0.006034461
392,0.006035396
393,0.006038004
394,0.006040598
395,0.006034621
396,0.005975138
397,0.006019429
398,0.006035177
399,0.006034568
400,0.006034587
401,0.006034531
402,0.006035679
403,0.006001118
404,0.006038485
405,0.005997036
406,0.005997449
407,0.005871688
408,0.005882238
409,0.005977727
410,0.006016010
411,0.005928559
412,0.005893834
413,0.006036143
414,0.006034869
415,0.005997540
416,0.005996980
417,0.005834651
418,0.005747436
419,0.005746212
420,0.005746649
421,0.005746385
422,0.005746437
423,0.005747422
424,0.005746117
425,0.005743059
426,0.005748329
427,0.005747383
428,0.005746625
429,0.005743417
430,0.005746726
431,0.005747303
432,0.005743813
433,0.005745798
434,0.005747603
435,0.005745935
436,0.005742919
437,0.005755632
438,0.005749688
439,0.005746157
440,0.005743884
441,0.005746970
442,0.005746504
443,0.005808978
444,0.005746997
445,0.005743732
446,0.005749840
447,0.005746335
448,0.005747283
449,0.005742886
450,0.005747311
451,0.005745814
452,0.005747163
453,0.005742831
454,0.005750016
455,0.005746785
456,0.006018818
457,0.005754869
458,0.005858632
459,0.005754427
460,0.005760634
461,0.005833850
462,0.005764950
463,0.005750239
464,0.005747660
465,0.005746686
466,0.005746871
467,0.005745325
468,0.005747649
469,0.005807761
470,0.005746272
471,0.005742878
472,0.005750103
473,0.005750921
474,0.005750009
475,0.005746022
476,0.005746787
477,0.005747076
478,0.005748714
479,0.005746489
480,0.005751221
481,0.005747191
482,0.005766990
483,0.005750968
484,0.005757196
485,0.005750053
486,0.005749606
487,0.005743568
488,0.005745549
489,0.005747923
490,0.005746566
491,0.005743420
492,0.005745877
493,0.005748190
494,0.005745545
495,0.005743601
496,0.005746460
497,0.005746762
498,0.005745987
499,0.005742958
500,0.005749940
501,0.005749399
502,0.005746018
503,0.005743275
504,0.005760368
505,0.005746441
506,0.005747713
507,0.005743440
508,0.005745846
509,0.005746927
510,0.005745712
511,0.005748094
512,0.005746111
513,0.005746990
514,0.005749426
515,0.005743727
516,0.005746236
517,0.005807896
518,0.005749403
519,0.005747612
520,0.005745734
521,0.005746070
522,0.005747877
523,0.005742375
524,0.005746676
525,0.005746225
526,0.005764787
527,0.005743097
528,0.005750059
529,0.005746966
530,0.005746081
531,0.005743889
532,0.005746441
533,0.005747108
534,0.005746098
535,0.005743589
536,0.005748606
537,0.005760955
538,0.005746736
539,0.005746466
540,0.005746648
541,0.005750003
542,0.005746077
543,0.005743184
544,0.005748029
545,0.005746282
546,0.005746975
547,0.005743311
548,0.005746626
549,0.005756915
550,0.005746722
551,0.005744446
552,0.005746300
553,0.005745849
554,0.005749182
555,0.005743219
556,0.005752827
557,0.005746384
558,0.005754922
559,0.005743623
560,0.006033971
561,0.005762765
562,0.005851028
563,0.005817388
564,0.005754817
565,0.005752914
566,0.005759481
567,0.005754204
568,0.005748100
569,0.005744869
570,0.005756306
571,0.005750401
572,0.005756328
573,0.005749929
574,0.005750089
575,0.005748180
576,0.005753133
577,0.005751517
578,0.005814923
579,0.005752267
580,0.005813657
581,0.005748561
582,0.005757290
583,0.005753730
584,0.005817473
585,0.005755677
586,0.005753037
587,0.005756052
588,0.005755068
589,0.005757037
590,0.005749254
591,0.005753251
592,0.005755831
593,0.005754126
594,0.005752685
595,0.005753467
596,0.005752376
597,0.005757989
598,0.005752398
599,0.005754903
600,0.005756545
601,0.005753100
602,0.005746840
603,0.005753366
604,0.005753079
605,0.005815187
606,0.005750786
607,0.005754254
608,0.005748414
609,0.005819825
610,0.005746975
611,0.005754339
612,0.005757187
613,0.005753219
614,0.005756297
615,0.005760656
616,0.005753748
617,0.005752975
618,0.005756368
619,0.005746921
620,0.005664229
621,0.005814789
622,0.005751229
623,0.005747148
624,0.005750810
625,0.005754747
626,0.005757124
627,0.005746419
628,0.005752174
629,0.005753064
630,0.005661020
631,0.005666752
632,0.005664736
633,0.005661525
634,0.005752364
635,0.005754506
636,0.005818874
637,0.005756139
638,0.005749300
639,0.005665301
640,0.005753027
641,0.005660927
642,0.005755233
643,0.005664363
644,0.005661481
645,0.005665490
646,0.005664952
647,0.005660332
648,0.005755138
649,0.005755036
650,0.005816863
651,0.005660496
652,0.005757150
653,0.005755367
654,0.005816535
655,0.005753420
656,0.005752937
657,0.005753676
658,0.005753338
659,0.005753269
660,0.005756436
661,0.005664495
662,0.005753978
663,0.005752833
664,0.005809602
665,0.005832746
666,0.005833788
667,0.005807722
668,0.005755887
669,0.005754173
670,0.005756013
671,0.005754907
672,0.005753264
673,0.005661259
674,0.005753077
675,0.005819509
676,0.005755919
677,0.005660770
678,0.005749947
679,0.005754891
680,0.005746656
681,0.005752806
682,0.005668013
683,0.005818222
684,0.005746253
685,0.005752180
686,0.005756350
687,0.005812257
688,0.005754043
689,0.005659876
690,0.005761423
691,0.005749639
692,0.005749910
693,0.005752443
694,0.005754314
695,0.005817514
696,0.005753589
697,0.005751033
698,0.005663558
699,0.005815255
700,0.005752566
701,0.005749385
702,0.005749331
703,0.005751735
704,0.005997768
705,0.006416259
706,0.006005149
707,0.005767577
708,0.005821502
709,0.005761099
710,0.005751268
711,0.005751923
712,0.005757492
713,0.005753205
714,0.005753966
715,0.005753543
716,0.005750038
717,0.005754160
718,0.005744990
719,0.005752153
720,0.005750292
721,0.005752547
722,0.005745203
723,0.005757261
724,0.005748982
725,0.005817041
726,0.005746369
727,0.005749112
728,0.005755819
729,0.005813713
730,0.005751442
731,0.005757430
732,0.005752822
733,0.005753258
734,0.005748810
735,0.005754208
736,0.005754189
737,0.005756870
738,0.005753445
739,0.005752248
740,0.005753662
741,0.005752041
742,0.005753716
743,0.005747270
744,0.005750582
745,0.005755041
746,0.005749258
747,0.005748601
748,0.005756129
749,0.005751194
750,0.005755333
751,0.005749120
752,0.005754818
753,0.005758036
754,0.005661259
755,0.005752843
756,0.005664641
757,0.005755263
758,0.005748799
759,0.005754403
760,0.005753645
761,0.005816984
762,0.005747408
763,0.005754555
764,0.005662276
765,0.005813732
766,0.005657551
767,0.005661633
768,0.005664832
769,0.005861753
770,0.005758336
771,0.005765428
772,0.005759733
773,0.005822340
774,0.005754050
775,0.005753305
776,0.005756207
777,0.005815002
778,0.005753907
779,0.005749155
780,0.005663115
781,0.005756666
782,0.005752653
783,0.005661918
784,0.005663224
785,0.005659948
786,0.005660622
787,0.005665244
788,0.005657438
789,0.005663092
790,0.005666119
791,0.005660732
792,0.005664521
793,0.005665558
794,0.005660967
795,0.005665600
796,0.005666710
797,0.005660532
798,0.005664838
799,0.005665426
800,0.005659808
801,0.005666335
802,0.005664810
803,0.005662049
804,0.005664834
805,0.005665545
806,0.005660621
807,0.005666255
808,0.005665107
809,0.005660842
810,0.005665669
811,0.005664909
812,0.005661180
813,0.005664341
814,0.005665445
815,0.005660920
816,0.005664534
817,0.005664847
818,0.005662144
819,0.005664932
820,0.005665499
821,0.005660714
822,0.005664595
823,0.005665485
824,0.005660558
825,0.005665814
826,0.005664629
827,0.005660485
828,0.005665317
829,0.005666759
830,0.005660749
831,0.005664683
832,0.005664740
833,0.005660648
834,0.005665605
835,0.005664888
836,0.005660918
837,0.005664551
838,0.005667903
839,0.005661695
840,0.005666298
841,0.005664757
842,0.005660520
843,0.005665742
844,0.005664755
845,0.005660428
846,0.005664487
847,0.005667163
848,0.005660639
849,0.005664844
850,0.005665028
851,0.005661928
852,0.005665690
853,0.005664861
854,0.005660112
855,0.005665369
856,0.005664592
857,0.005660715
858,0.005665635
859,0.005664440
860,0.005660530
861,0.005665008
862,0.005667191
863,0.005660966
864,0.005664139
865,0.006011815
866,0.005669826
867,0.005660997
868,0.005663591
869,0.005661789
870,0.005661853
871,0.005662724
872,0.005662826
873,0.005659193
874,0.005668313
875,0.005779556
876,0.005754731
877,0.005835153
878,0.005751122
879,0.005822834
880,0.005820626
881,0.005753307
882,0.005752295
883,0.005757648
884,0.005816260
885,0.005754309
886,0.005748398
887,0.005755426
888,0.005662984
889,0.005658787
890,0.005663545
891,0.005661923
892,0.005658384
893,0.005662630
894,0.005666411
895,0.005658341
896,0.005665305
897,0.005665191
898,0.005659744
899,0.005662407
900,0.005663049
901,0.005658439
902,0.005662963
903,0.005661597
904,0.005658321
905,0.005681704
906,0.005663769
907,0.005659667
908,0.005665653
909,0.005665694
910,0.005661103
911,0.005665149
912,0.005664331
913,0.005660825
914,0.005666489
915,0.005665165
916,0.005661078
917,0.005664798
918,0.005666893
919,0.005661481
920,0.005664603
921,0.005664673
922,0.005660471
923,0.005665880
924,0.005664896
925,0.005660554
926,0.005664310
927,0.005666387
928,0.005659663
929,0.005681356
930,0.005663572
931,0.005661080
932,0.005664531
933,0.005665868
934,0.005660980
935,0.005664320
936,0.005664499
937,0.005662687
938,0.005665421
939,0.005664828
940,0.005662213
941,0.005664992
942,0.005665713
943,0.005660790
944,0.005664415
945,0.005664604
946,0.005656706
947,0.005664153
948,0.005661596
949,0.005659907
950,0.005661436
951,0.005663701
952,0.005660468
953,0.005666133
954,0.005663706
955,0.005660816
956,0.005664624
957,0.005665982
958,0.005660915
959,0.005665705
960,0.005664698
961,0.005661482
962,0.005667122
963,0.005665078
964,0.005660550
965,0.005664983
966,0.005664091
967,0.005659850
968,0.005661670
969,0.005663847
970,0.005657736
971,0.005660992
972,0.005661226
973,0.005662982
974,0.005673458
975,0.005664238
976,0.005657949
977,0.005660633
978,0.005662160
979,0.005657279
980,0.005689198
981,0.005664001
982,0.005676474
983,0.005760263
984,0.005667870
985,0.005663760
986,0.005675774
987,0.005667358
988,0.005658145
989,0.005663029
990,0.005662466
991,0.005659697
992,0.005660733
993,0.005661308
994,0.005656961
995,0.005664137
996,0.005666336
997,0.005659484
998,0.005660125
999,0.005662860
